web-scraper-order,bank,donor-num,donor-link-href,description,look-alikes,price,race,race-self-described,ethnicity,degree,occupation,weight,height,eye,eye-color-original,hair,hair-color-original,hair-texture,skintone,skin-tone-original,bloodType,donation-age,sign,fave-subjects,jewish,religion,religion-original,goals,pet,describes-himself,hobbies,dominant-hand,hairy-chest,generally-hairy,ear-lobes,beard-color,eyebrows,dimples,acne,acne-info,shoe-size,body-build,face-shape,lips,nose-shape,long-eyelashes,hair-loss,why-donate
1583188020-206,Fairfax,4053,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4053&s=1,"Donor 4053 is an upbeat and content man who is an enthusiastic father of 5 healthy daughters. He is very attractive without being intimidating, and has a warm glow about him. Our staff characterizes his appearance as strong and masculine, and says he is kind with a sense of stability. He never fails to have a smile on his face. Family is first and foremost in his thoughts. He is very open and honest and has a strong faith.",,"$1,100",White,White,English-Welsh/English-Irish-Native American,BS/Business Administration,Private Banker,220,71,Hazel,Hazel,Brown,Brown,Straight,1,Light,O+,35-39,Scorpio,"Arts, History, Languages, Mathematics",no,Christian,Christian (Christian Science),"Financial Security, God/Religion, Marriage/Family, To Be Happy, To Help People, Travel",Other (Labrador Retriever),,"Basketball, Cello, Soccer",,,,,,,,,,,,,,,,,
1583187497-75,Fairfax,4140,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4140&s=1,"He is studious, focused and has a BS in Engineering. He is patient and as a scientist working on experiments this is important. He is polite with a positive attitude. He has a good sense of humor too. He is close to his family and understands the value of hard work. He saw his family immigrate here when he was a young child and simply by their hard work ethic they were able to succeed.",,$975,Asian,Asian,Vietnamese/Vietnamese,BS/Mat. Sci. and Engineering,Quality Control Technician,136,65,Brown,Brown,Black,Black,Straight,3,Medium,A+,23-28,Libra,"Mathematics, Technology",no,Christian,Christian,"Financial Security, To Be Happy, Travel","Dog, Fish, Small Animal",,"Computer, Individual Sports, Team Sports, Technology",,,,,,,,,,,,,,,,,
1583188022-207,Fairfax,4157,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4157&s=1,"This donor is 100% Persian with an intellectual, level headed and confident approach to life. In addition, he is humble and sincere. Our staff says he is a quiet spirit. He aspires to be independent and has worked hard on his MBA. He enjoys playing guitar and fishing in his free time. He has a perfect smile and nice complexion. Adult photos are available.",,"$1,100",Asian,Asian,Persian/Persian,MBA/Business Administration,Business Analyst,164,66,Brown,Brown,Brown,Brown,Wavy,5,Medium Dark,B+,23-28,Cancer,"History, Mathematics, Natural Science, Other, Social Science",no,Zoroastrian,Other (Zoroastrian),"Fame, Financial Security, Marriage/Family, Success, To Be Happy, To Help People, Travel",Dog,,"Craftsman, Culinary, Individual Sports, Musical, Outdoor Recreation",,,,,,,,,,,,,,,,,
1583188598-355,Fairfax,4180,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4180&s=1,"Donor 4180 is a graphic designer with natural artistic talent as a painter and sculptor. He is very caring, sincere, and honest. He is happiest when surrounded by his loved ones. Remarkably patient and optimistic, this donor is able to handle any situation with composure. These skills make him a great teacher. Donor 4180 has full lips, beautiful brown hair and a runner's physique.",,$885,White,White,English-French Canadian/German,BFA/Graphic Design,Teacher,170,70,Brown,Brown,Brown,Brown,Wavy,3,Medium,A+,29-34,Scorpio,"Arts, History, Natural Science",no,Agnostic,Other (Agnostic),"Financial Security, Further Education, To Be Happy",Dog,,"Artistic, Creative",,,,,,,,,,,,,,,,,
1583187823-144,Fairfax,4202,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4202&s=1,"Donor 4202 is a caring and optimistic individual. He enjoys his role as a brother and son, frequently helping his parents with his five siblings. This donor is spiritual and very involved in his church. Cheerful and friendly, the staff frequently comments on his positive attitude. Donor 4202 has chiseled features and a toned physique. His big brown eyes are friendly and his best feature is his smile.",,$975,Mixed,Multi,Korean/French-Polish,BA/Economics,Stock Market Investor,130,68,Brown,Brown,Brown,Brown,Straight,3,Medium Light,B+,18-22,Capricorn,"Mathematics, Natural Science, Other, Social Science, Technology",no,Christian,Christian (Baptist),"Community Service, Financial Security, Further Education, God/Religion, Marriage/Family, Rewarding Career, Success, To Be Happy, To Help People, Travel",Dog,,"Individual Sports, Musical, Outdoor Recreation, Team Sports",,,,,,,,,,,,,,,,,
1583188573-343,Fairfax,4203,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4203&s=1,"Donor 4203 is very smart and articulate and a self proclaimed history buff. He aspires to go to law school. Initially quiet, he is very friendly. He participates in competitive sports and likes being outdoors camping and hiking. Donor 4203 is very attractive with blond hair and blue eyes. Tall and strong, he looks like a rugby player.",,"$1,005",White,White,English/Norwegian,BA/History & Economics,Student,186,72,Blue,Blue,Blonde,Blonde,Straight,3,Medium Light,O+,18-22,Aries,"History, Social Science",no,Christian,Christian (Episcopalian),"Financial Security, Further Education, Marriage/Family, Success, To Be Happy",Cat,,"Musical, Outdoor Recreation, Team Sports",,,,,,,,,,,,,,,,,
1583188575-344,Fairfax,4205,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4205&s=1,"Donor 4205 has classic good looks and a crisp, clean-cut appearance. He has a nice smile accentuated by blue eyes. He looks strong and confident.Donor 4205 is a family man who is well-rounded. He adores his son, and is excited about welcoming a daughter into his family soon. He is generous and enjoys helping others. He is intelligent and ambitious as well; he has plans to become a successful entrepreneur someday.",,$975,White,White,French-German-Italian/Italian,BS/Finance,Technology Sales,205,70,Blue,Blue,Brown,Brown,Straight,3,Medium Light,O+,29-34,Scorpio,Mathematics,no,Christian,Christian (Catholic),"Community Service, Fame, Financial Security, Further Education, God/Religion, Marriage/Family, Recognition, Rewarding Career, Success, To Be Happy, To Help People, Travel",Dog,,Team Sports,,,,,,,,,,,,,,,,,
1583188476-334,Fairfax,4219,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4219&s=1,"Donor 4219 is a well-rounded, caring person. He is a decorated veteran, has traveled extensively, and has a passion for changing the world for the better. He strives to live his life with integrity and compassion, and enjoys volunteering and helping others. He is uniquely attractive due to his interesting ethnic background. He is very tall, with strong shoulders and a lean, muscular appearance. He has luxurious dark brown hair that he wears shoulder length. His smile is his best feature, reflecting his positive attitude.",,"$1,100",Mixed,Multi,Korean/Austrian-German-Italian,MBA/Business Administration,Entrepreneur,195,74,Brown,Brown,Brown,Brown,Straight,3,Medium Light,A+,29-34,Gemini,"History, Mathematics, Other, Social Science",no,Agnostic,Other (Agnostic),"Community Service, Financial Security, Further Education, Marriage/Family, Politics, Rewarding Career, Success, To Be Happy, To Help People, Travel",Dog,,"Reading, Working out",,,,,,,,,,,,,,,,,
1583187861-162,Fairfax,4228,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4228&s=1,"Donor 4228 is confident and charismatic; he gets along easily with others. He is intelligent and altruistic. He has many interests, and enjoys flying, photography, antiquing and travel. He is an avid outdoorsman and respects and loves animals.  Our staff characterizes him as kind and patient. This donor has tousled, wavy blond hair and stunning, dark blue eyes. Those eyes, combined with his boyish grin, create a lively, expressive countenance. He has a runner's build- lean and strong.",,"$1,100",White,White,Czech/Italian,BA/Chemistry,Quality Control Technician,155,71,Blue,Blue,Blonde,Blonde,Wavy,1,Light,A+,18-22,Libra,"Arts, History, Languages, Mathematics, Natural Science",no,Agnostic,Other (Agnostic),"Financial Security, Recognition, Rewarding Career, Success, To Be Happy, To Help People, Travel",Bird (Sun Conure (parrot)),,"Flying, Guitar, Photography, Travel",,,,,,,,,,,,,,,,,
1583188579-346,Fairfax,4235,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4235&s=1,"Donor 4235 is charming, thoughtful and a proud Eagle Scout. He is often serious but has a dry, witty sense of humor.  Our staff finds him intellectual and goal oriented with a talent for electronics and computers.  They also comment on his responsible and caring nature. He enjoys soccer immensely and also has an interest in politics. This donor is tall with a lean, muscular build. He has enchanting green eyes framed by thick lashes. He is clean-cut and reminds our staff of a young Ben Affleck. He is especially cute when he smiles.",,"$1,100",White,White,English/German-Swedish,BA/Government,Systems Engineer,169,73,Green,Green,Brown,Brown,Straight,3,Medium Light,A+,18-22,Capricorn,"History, Social Science",no,Christian,Christian (Methodist),"Financial Security, Recognition, Rewarding Career, Success",Cat,,"Computers and Video games, French Horn, Running, Soccer",,,,,,,,,,,,,,,,,
1583188604-358,Fairfax,4255,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4255&s=1,"A gifted musician who plays several instruments, he is ambitious and hopes to travel the world. He is also a devoted father of a young daughter.  He considers himself open minded and does not take himself too seriously. Witty, sweet and well mannered, this donor is close to his family especially his mother.  Quite attractive, he has striking, soulful brown eyes and wavy brown hair. His build is fit and lean.",,"$1,005",White,White,Belgian/English-Persian,BA/Mathematics,Teacher and Tutor,160,70,Brown,Brown,Brown,Brown,Wavy,3,Medium,O+,23-28,Cancer,"Arts, Mathematics",no,Agnostic,Other (Agnostic),"Financial Security, Further Education, Improve Environment, Marriage/Family, Rewarding Career, Success, To Be Happy, To Help People, Travel","Cat, Dog",,"Cello, Guitar, Music, Violin, Volunteering",,,,,,,,,,,,,,,,,
1583188608-360,Fairfax,4257,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4257&s=1,"Donor 4257 is very confident, adventurous and outgoing. He loves to travel and enjoys meeting new people and helping them when he can. With a natural warmth and genuineness, people feel at ease around him. A gentle and compassionate man, this donor looks for ways to make our world a better place. He has a strong, athletic build. His features are handsome with striking green eyes. He keeps in shape through a wide variety of activities including football, scuba diving, martial arts, biking, and snowboarding among a long list.",,"$1,100",White,White,German-Italian/Croatian-German-Austrian,BA/Political Science,Hospitality,213,73,Green,Green,Blonde,Blonde,Straight,3,Medium Light,B+,23-28,Virgo,"Arts, History, Languages, Natural Science, Other, Psychology, Social Science",no,Agnostic,Other (Agnostic),"Community Service, Financial Security, Further Education, Improve Environment, Marriage/Family, Politics, Rewarding Career, Success, To Be Happy, To Help People, Travel","Cat, Dog, Fish, Other (Ferrets, Amphibians), Reptile",,"attending concerts, Biking, DJing, Football, Martial Arts, Reading, Scuba, Skateboarding, Snowboarding, Surfing",,,,,,,,,,,,,,,,,
1583188583-348,Fairfax,4264,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4264&s=1,"Donor 4264 is kind and sensitive, with a strong desire to help others. His caring nature is a perfect fit for his chosen career of nursing. He is an engaging conversationalist, upbeat with a wonderful sense of humor. He likes taking on leadership roles. He has classic good looks and the tall, athletic build of a rugby player. His best feature is his ever-present warm smile. Friends tell him he looks like Peyton Manning. He has a charming accent.",,$670,White,White,Dutch-Scottish/German-Dutch,BS/Nursing,Registered Nurse,225,74,Blue,Blue,Brown,Brown,Straight,3,Medium,A+,35-39,Gemini,"Natural Science, Technology",no,Agnostic,Other (Agnostic),"Community Service, Further Education, Improve Environment, Marriage/Family, Politics, Rewarding Career, Success, To Be Happy, To Help People","Cat, Dog",,"Gardening, Reading, Rugby, Surfing, Swimming",,,,,,,,,,,,,,,,,
1583187868-165,Fairfax,4280,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4280&s=1,"Donor 4280 is down-to-earth, polite, and intelligent. He is articulate and has a quirky sense of humor.  His creative mind is expressed through his love of writing. This donor is the type of person who focuses on making the world a better place. Quite attractive, he has thick curly brown hair and expressive hazel eyes. Friends say he looks like Justin Timberlake. He is very fit and keeps himself in shape with long distance running.",,$975,White,White,English-German/English-French,BA/Psychology,Sales,214,74,Hazel,Hazel,Brown,Brown,Curly,3,Medium Light,O+,23-28,Pisces,"History, Other, Psychology",no,Agnostic,Other (Agnostic),"Financial Security, Further Education, Marriage/Family, Recognition, Rewarding Career, To Be Happy, To Help People, Travel",Dog,,"Computers, Creative Writing, Distance running (Half-marathons), Tennis, Trombone, Ultimate Frisbee",,,,,,,,,,,,,,,,,
1583188160-252,Fairfax,4287,https://fairfaxcryobank.com/search/donorprofile.aspx?number=4287&s=1,"Donor 4287 is a very sweet, well rounded guy. He is very bright and has an inquisitive nature. Pursuing a degree in Chemical Engineering, he still finds time for athletics, social networking, and playing music. He is a talented writer and has a wonderful essay. Tall and lean, he has artist's hands, with long thin fingers that have helped him to become an accomplished player of several musical instruments. This donor has a shy, sweet smile.",,"$1,100",Asian,Asian,Chinese/Chinese,BS/Chemical Engineering,Programmer,160,72,Brown,Brown,Black,Black,Straight,3,Medium,B+,18-22,Libra,"Mathematics, Natural Science, Psychology",no,Atheist,None (Atheist),"Community Service, Fame, Financial Security, Improve Environment, Rewarding Career, Success, To Be Happy, To Help People, Travel",Other (Ferret),,"Clarinet, Cross Country, Dancing, Guitar, Saxophone, Social Networking, Track",,,,,,,,,,,,,,,,,
